kortti,kunto,harvinaisuus,setti,hinta_eur,varastossa_kpl,myynnissa_kpl
Seviper SV15/SV94 - Sun & Moon Hidden Fates,PL,Rare,Sun & Moon Hidden Fates,1.5,1,1
Sewaddle 001/086 Master Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Common,Scarlet & Violet White Flare: Additionals,5,0,0
Sewaddle 001/086 Poke Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Common,Scarlet & Violet White Flare: Additionals,1.5,0,0
Sewaddle 001/101 Reverse Holo - Black & White 3: Noble Victories,NM/M,Common,Black & White 3: Noble Victories,5,0,0
Sewaddle 010/113 Reverse Holo - Black & White 11: Legendary Treasures,EX,Common,Black & White 11: Legendary Treasures,9.2,1,1
Sewaddle 010/113 Reverse Holo - Black & White 11: Legendary Treasures,NM/M,Common,Black & White 11: Legendary Treasures,11.5,0,0
Sewaddle 087/086 - Scarlet & Violet White Flare,NM/M,Illustration Rare,Scarlet & Violet White Flare,18,0,0
Shadow Circle 126/146 - X&Y (Base Set),NM/M,Uncommon,X&Y (Base Set),1.25,0,0
Shadow Rider Calyrex V 74/198 - Sword & Shield Chilling Reign,DMG,Ultra Rare,Sword & Shield Chilling Reign,2.5,1,1
Shadow Rider Calyrex V 74/198 - Sword & Shield Chilling Reign,EX,Ultra Rare,Sword & Shield Chilling Reign,4.7,3,3
Shadow Rider Calyrex V 74/198 - Sword & Shield Chilling Reign,GD,Ultra Rare,Sword & Shield Chilling Reign,4.4,1,1
Shadow Rider Calyrex V 74/198 - Sword & Shield Chilling Reign,LP,Ultra Rare,Sword & Shield Chilling Reign,4.1,3,3
Shadow Rider Calyrex V 74/198 - Sword & Shield Chilling Reign,NM/M,Ultra Rare,Sword & Shield Chilling Reign,5,6,6
Shadow Rider Calyrex V 74/198 - Sword & Shield Chilling Reign,PL,Ultra Rare,Sword & Shield Chilling Reign,3.8,2,2
Shadow Rider Calyrex V Full Art 171/198 - Sword & Shield Chilling Reign,DMG,Ultra Rare,Sword & Shield Chilling Reign,4,1,1
Shadow Rider Calyrex V Full Art 171/198 - Sword & Shield Chilling Reign,EX,Ultra Rare,Sword & Shield Chilling Reign,8,1,1
Shadow Rider Calyrex V Full Art 171/198 - Sword & Shield Chilling Reign,GD,Ultra Rare,Sword & Shield Chilling Reign,7,2,2
Shadow Rider Calyrex V Full Art 171/198 - Sword & Shield Chilling Reign,NM/M,Ultra Rare,Sword & Shield Chilling Reign,10,0,0
Shadow Rider Calyrex V Full Art 172/198 - Sword & Shield Chilling Reign,LP,Ultra Rare,Sword & Shield Chilling Reign,17.5,2,2
Shadow Rider Calyrex V Full Art 172/198 - Sword & Shield Chilling Reign,NM/M,Ultra Rare,Sword & Shield Chilling Reign,34.95,1,1
Shadow Rider Calyrex V SWSH131 - Sword & Shield Promos,EX,Ultra Rare,Sword & Shield Promos,3,1,1
Shadow Rider Calyrex V SWSH131 - Sword & Shield Promos,GD,Ultra Rare,Sword & Shield Promos,2.6,2,2
Shadow Rider Calyrex V SWSH131 - Sword & Shield Promos,LP,Ultra Rare,Sword & Shield Promos,2.25,3,3
Shadow Rider Calyrex V SWSH131 - Sword & Shield Promos,NM/M,Ultra Rare,Sword & Shield Promos,3.75,4,4
Shadow Rider Calyrex V TG17/TG30 - Sword & Shield Astral Radiance,DMG,Ultra Rare,Sword & Shield Astral Radiance,6.6,2,2
Shadow Rider Calyrex V TG17/TG30 - Sword & Shield Astral Radiance,NM/M,Ultra Rare,Sword & Shield Astral Radiance,16.5,0,0
Shadow Rider Calyrex VMAX 75/198 - Sword & Shield Chilling Reign,EX,Ultra Rare,Sword & Shield Chilling Reign,2.4,1,1
Shadow Rider Calyrex VMAX 75/198 - Sword & Shield Chilling Reign,GD,Ultra Rare,Sword & Shield Chilling Reign,2.1,1,1
Shadow Rider Calyrex VMAX 75/198 - Sword & Shield Chilling Reign,NM/M,Ultra Rare,Sword & Shield Chilling Reign,3,4,4
Shadow Rider Calyrex VMAX 75/198 - Sword & Shield Chilling Reign,PL,Ultra Rare,Sword & Shield Chilling Reign,0.9,1,1
Shadow Rider Calyrex VMAX Hyper Rare 204/198 - Sword & Shield Chilling Reign,EX,Hyper Rare,Sword & Shield Chilling Reign,7.6,2,2
Shadow Rider Calyrex VMAX Hyper Rare 204/198 - Sword & Shield Chilling Reign,NM/M,Hyper Rare,Sword & Shield Chilling Reign,9.5,2,2
Shadow Rider Calyrex VMAX Hyper Rare 204/198 - Sword & Shield Chilling Reign,PL,Secret Rare,Sword & Shield Chilling Reign,4.75,1,1
Shadow Rider Calyrex VMAX Secret Rare 205/198 - Sword & Shield Chilling Reign,EX,Secret Rare,Sword & Shield Chilling Reign,63.95,1,1
Shadow Rider Calyrex VMAX Secret Rare 205/198 - Sword & Shield Chilling Reign,GD,Secret Rare,Sword & Shield Chilling Reign,55.95,1,1
Shadow Rider Calyrex VMAX Secret Rare 205/198 - Sword & Shield Chilling Reign,NM/M,Secret Rare,Sword & Shield Chilling Reign,79.95,1,1
Shadow Rider Calyrex VMAX Secret Rare TG30/TG30 - Sword & Shield Astral Radiance,DMG,Secret Rare,Sword & Shield Astral Radiance,3.4,2,2
Shadow Rider Calyrex VMAX Secret Rare TG30/TG30 - Sword & Shield Astral Radiance,GD,Secret Rare,Sword & Shield Astral Radiance,5.95,2,2
Shadow Rider Calyrex VMAX Secret Rare TG30/TG30 - Sword & Shield Astral Radiance,LP,Secret Rare,Sword & Shield Astral Radiance,5.1,1,1
Shadow Rider Calyrex VMAX Secret Rare TG30/TG30 - Sword & Shield Astral Radiance,NM/M,Secret Rare,Sword & Shield Astral Radiance,8.5,0,0
Shadow Rider Calyrex VMAX TG18/TG30 - Sword & Shield Astral Radiance,DMG,Ultra Rare,Sword & Shield Astral Radiance,6,4,4
Shadow Rider Calyrex VMAX TG18/TG30 - Sword & Shield Astral Radiance,EX,Ultra Rare,Sword & Shield Astral Radiance,12,1,1
Shadow Rider Calyrex VMAX TG18/TG30 - Sword & Shield Astral Radiance,NM/M,Ultra Rare,Sword & Shield Astral Radiance,15,6,6
Shadow Triad 102/116 - Black & White 9: Plasma Freeze,EX,Uncommon,Black & White 9: Plasma Freeze,0.4,2,2
Shadow Triad 102/116 - Black & White 9: Plasma Freeze,NM/M,Uncommon,Black & White 9: Plasma Freeze,0.5,3,3
Shadowy [D] Energy 083 - Pitch Black,NM/M,Rare,Pitch Black,1,0,0
Shadowy [D] Energy 083 Reverse Holo - Pitch Black,NM/M,Rare,Pitch Black,1.25,0,0
Sharpedo 028/145 - Sun & Moon Guardians Rising,EX,Rare,Sun & Moon Guardians Rising,1.2,1,1
Sharpedo 028/145 - Sun & Moon Guardians Rising,NM/M,Rare,Sun & Moon Guardians Rising,1.5,0,0
Sharpedo 028/145 Reverse Holo - Sun & Moon Guardians Rising,NM/M,Rare,Sun & Moon Guardians Rising,1.75,0,0
Sharpedo 033/135 - Black & White 8: Plasma Storm,EX,Rare,Black & White 8: Plasma Storm,3,1,1
Sharpedo 033/135 - Black & White 8: Plasma Storm,GD,Rare,Black & White 8: Plasma Storm,2.6,1,1
Sharpedo 033/135 - Black & White 8: Plasma Storm,NM/M,Rare,Black & White 8: Plasma Storm,3.75,0,0
Sharpedo 033/135 Reverse Holo - Black & White 8: Plasma Storm,NM/M,Rare,Black & White 8: Plasma Storm,10,0,0
Sharpedo 036/203 Reverse Holo - Sword & Shield Evolving Skies,NM/M,Rare,Sword & Shield Evolving Skies,1.5,0,0
Sharpedo 082/149 Reverse Holo - Sun & Moon (Base Set),NM/M,Holo Rare,Sun & Moon (Base Set),2.75,0,0
Sharpedo 111/214 - Sun & Moon Unbroken Bonds,NM/M,Rare,Sun & Moon Unbroken Bonds,5.5,0,0
Sharpedo 111/214 Reverse Holo - Sun & Moon Unbroken Bonds,GD,Rare,Sun & Moon Unbroken Bonds,7.7,1,1
Sharpedo 111/214 Reverse Holo - Sun & Moon Unbroken Bonds,NM/M,Rare,Sun & Moon Unbroken Bonds,11,0,0
Sharpedo 22/109 - EX Ruby & Sapphire,EX,Rare,EX Ruby & Sapphire,2.25,1,1
Sharpedo 22/109 - EX Ruby & Sapphire,LP,Rare,EX Ruby & Sapphire,1.25,2,2
Sharpedo 22/109 - EX Ruby & Sapphire,NM/M,Rare,EX Ruby & Sapphire,3,1,1
Sharpedo 22/109 - EX Ruby & Sapphire,PL,Rare,EX Ruby & Sapphire,1.05,1,1
Sharpedo 22/109 Reverse Holo - EX Ruby & Sapphire,EX,Rare,EX Ruby & Sapphire,15,1,1
Sharpedo 22/109 Reverse Holo - EX Ruby & Sapphire,NM/M,Rare,EX Ruby & Sapphire,20,0,0
Sharpedo 30/102 - Triumphant,GD,Rare,Triumphant,3.4,1,1
Sharpedo 30/102 - Triumphant,NM/M,Rare,Triumphant,5.5,0,0
Sharpedo 30/102 Reverse Holo - Triumphant,EX,Rare,Triumphant,7.5,2,2
Sharpedo 30/102 Reverse Holo - Triumphant,LP,Rare,Triumphant,5.4,1,1
Sharpedo 30/102 Reverse Holo - Triumphant,NM/M,Rare,Triumphant,10,0,0
Sharpedo 30/102 Reverse Holo - Triumphant,PL,Rare,Triumphant,4.6,1,1
Sharpedo 36/203 - Sword & Shield Evolving Skies,NM/M,Rare,Sword & Shield Evolving Skies,1.25,0,0
Sharpedo 38/108 Reverse Holo - EX Power Keepers,NM/M,Uncommon,EX Power Keepers,24,0,0
Sharpedo 82/149 - Sun & Moon (Base Set),NM/M,Holo Rare,Sun & Moon (Base Set),1.5,0,0
Sharpedo EX 91/160 - X&Y Primal Clash,DMG,Ultra Rare,X&Y Primal Clash,3,1,1
Sharpedo EX 91/160 - X&Y Primal Clash,EX,Ultra Rare,X&Y Primal Clash,6,5,5
Sharpedo EX 91/160 - X&Y Primal Clash,GD,Ultra Rare,X&Y Primal Clash,5.25,2,2
Sharpedo EX 91/160 - X&Y Primal Clash,LP,Ultra Rare,X&Y Primal Clash,4.5,2,2
Sharpedo EX 91/160 - X&Y Primal Clash,NM/M,Ultra Rare,X&Y Primal Clash,7.5,0,0
Sharpedo EX 91/160 - X&Y Primal Clash,PL,Ultra Rare,X&Y Primal Clash,3.75,1,1
Sharpedo EX Full Art 152/160 - X&Y Primal Clash,DMG,Ultra Rare,X&Y Primal Clash,11.4,1,1
Sharpedo EX Full Art 152/160 - X&Y Primal Clash,LP,Ultra Rare,X&Y Primal Clash,19,1,1
Sharpedo EX Full Art 152/160 - X&Y Primal Clash,NM/M,Ultra Rare,X&Y Primal Clash,37.95,0,0
Sharpedo EX Full Art 152/160 - X&Y Primal Clash,PL,Ultra Rare,X&Y Primal Clash,15.2,1,1
Sharpedo Lv.39 37/132 - Diamond & Pearl Secret Wonders,NM/M,Rare,Diamond & Pearl Secret Wonders,3,1,1
Sharpedo Lv.39 37/132 Reverse Holo - Diamond & Pearl Secret Wonders,GD,Rare,Diamond & Pearl Secret Wonders,3.3,1,1
Sharpedo Lv.39 37/132 Reverse Holo - Diamond & Pearl Secret Wonders,LP,Rare,Diamond & Pearl Secret Wonders,2.7,1,1
Sharpedo Lv.39 37/132 Reverse Holo - Diamond & Pearl Secret Wonders,NM/M,Rare,Diamond & Pearl Secret Wonders,6,0,0
Sharpedo δ Delta Species 53/110 - Ex Holon Phantoms,NM/M,Uncommon,Ex Holon Phantoms,5,0,0
Sharpedo δ Delta Species 53/110 Reverse Holo - Ex Holon Phantoms,DMG,Uncommon,Ex Holon Phantoms,7.5,1,1
Sharpedo δ Delta Species 53/110 Reverse Holo - Ex Holon Phantoms,NM/M,Uncommon,Ex Holon Phantoms,29.95,0,0
Shauna 104/119 - X&Y Phantom Forces,NM/M,Uncommon,X&Y Phantom Forces,0.5,1,1
Shauna 111/124 - X&Y Fates Collide,NM/M,Uncommon,X&Y Fates Collide,0.5,4,4
Shauna 111a/124 Alternate Art Promo - X&Y Promos,GD,Promo,X&Y Fates Collide,55.95,1,1
Shauna 111a/124 Alternate Art Promo - X&Y Promos,NM/M,Ultra Rare,X&Y Promos,79.95,0,0
Shauna 127/146 - X&Y (Base Set),NM/M,Uncommon,X&Y (Base Set),0.5,4,4
Shauna 240/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,0.5,20,20
Shauna 72/083 Reverse Holo - Generations,NM/M,Uncommon,Generations,1.25,2,2
Shauna Full Art 263/264 - Sword & Shield Fusion Strike,DMG,Ultra Rare,Sword & Shield Fusion Strike,2.6,2,2
Shauna Full Art 263/264 - Sword & Shield Fusion Strike,GD,Ultra Rare,Sword & Shield Fusion Strike,4.55,1,1
Shauna Full Art 263/264 - Sword & Shield Fusion Strike,NM/M,Ultra Rare,Sword & Shield Fusion Strike,6.5,2,2
Shauna Full Art 263/264 - Sword & Shield Fusion Strike,PL,Ultra Rare,Sword & Shield Fusion Strike,3.25,1,1
Shauna Hyper Rare 278/264 - Sword & Shield Fusion Strike,DMG,Secret Rare,Fusion Strike,3,1,1
Shauna Hyper Rare 278/264 - Sword & Shield Fusion Strike,LP,Hyper Rare,Fusion Strike,4.5,1,1
Shauna Hyper Rare 278/264 - Sword & Shield Fusion Strike,NM/M,Hyper Rare,Sword & Shield Fusion Strike,7.5,3,3
Shauna Reverse Holo 240/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,0.5,1,1
Shauntal 174/182 - Scarlet & Violet Paradox Rift,NM/M,Uncommon,Scarlet & Violet Paradox Rift,1,8,8
Shauntal 174/182 Reverse Holo - Scarlet & Violet Paradox Rift,NM/M,Uncommon,Scarlet & Violet Paradox Rift,1.25,3,3
Shauntal 243/182 - Scarlet & Violet Paradox Rift,NM/M,Ultra Rare,Scarlet & Violet Paradox Rift,3,21,21
Shaymin 007/073 Reverse Holo - Sun & Moon Shining Legends,NM/M,Holo Rare,Sun & Moon Shining Legends,5,0,0
Shaymin 010/149 - Black & White 7: Boundaries Crossed,LP,Rare,Black & White 7: Boundaries Crossed,4.1,1,1
Shaymin 010/149 - Black & White 7: Boundaries Crossed,NM/M,Rare,Black & White 7: Boundaries Crossed,7.5,0,0
Shaymin 014/189 - Sword & Shield Astral Radiance,NM/M,Rare,Sword & Shield Astral Radiance,1.5,1,1
Shaymin 014/189 Reverse Holo - Sword & Shield Astral Radiance,NM/M,Rare,Sword & Shield Astral Radiance,1.75,0,0
Shaymin 015/156 - Sun & Moon Ultra Prism,NM/M,Holo Rare,Sun & Moon Ultra Prism,8.5,0,0
Shaymin 015/156 Reverse Holo - Sun & Moon Ultra Prism,NM/M,Holo Rare,Sun & Moon Ultra Prism,8,0,0
Shaymin 015/185 - Sword & Shield Vivid Voltage,NM/M,Holo Rare,Sword & Shield Vivid Voltage,1.5,0,0
Shaymin 015/185 Reverse Holo - Sword & Shield Vivid Voltage,NM/M,Holo Rare,Sword & Shield Vivid Voltage,1.5,0,0
Shaymin 087 Master Ball Reverse Holo - Scarlet & Violet Prismatic Evolutions: Additionals,NM/M,Uncommon,Scarlet & Violet Prismatic Evolutions: Additionals,12,0,0
Shaymin 087 Poke Ball Reverse Holo - Scarlet & Violet Prismatic Evolutions: Additionals,NM/M,Uncommon,Scarlet & Violet Prismatic Evolutions: Additionals,1.75,1,1
Shaymin 10/149 Reverse Holo - Black & White 7: Boundaries Crossed,NM/M,Rare,Black & White 7: Boundaries Crossed,6,0,0
Shaymin 111/156 - Sun & Moon Ultra Prism,NM/M,Rare,Sun & Moon Ultra Prism,1.75,0,0
Shaymin 111/156 Reverse Holo - Sun & Moon Ultra Prism,NM/M,Rare,Sun & Moon Ultra Prism,2.25,0,0
Shaymin 123/198 - Sword & Shield Chilling Reign,NM/M,Holo Rare,Sword & Shield Chilling Reign,0.5,3,3
Shaymin 123/198 Reverse Holo - Sword & Shield Chilling Reign,NM/M,Holo Rare,Sword & Shield Chilling Reign,0.75,0,0
Shaymin 185/182 - Scarlet & Violet Destined Rivals,NM/M,Illustration Rare,Scarlet & Violet Destined Rivals,10.5,0,0
Shaymin 188/211 - XY Black Star Promos,GD,Promo,XY Black Star Promos,11.2,1,1
Shaymin 188/211 - XY Black Star Promos,NM/M,Promo,XY Black Star Promos,16,0,0
Shaymin 33/214 - Sun & Moon Lost Thunder,NM/M,Holo Rare,Sun & Moon Lost Thunder,8,0,0
Shaymin 33/214 Reverse Holo - Sun & Moon Lost Thunder,NM/M,Rare,Sun & Moon Lost Thunder,9,0,0
Shaymin 7/73 - Sun & Moon Shining Legends,NM/M,Holo Rare,Sun & Moon Shining Legends,1.5,0,0
Shaymin 8/095 - Unleashed,DMG,Holo Rare,Unleashed,4.95,1,1
Shaymin 8/095 - Unleashed,GD,Holo Rare,Unleashed,10.25,3,3
Shaymin 8/095 - Unleashed,LP,Holo Rare,Unleashed,8.9,1,1
Shaymin 8/095 - Unleashed,NM/M,Holo Rare,Unleashed,16.5,1,1
Shaymin 8/095 - Unleashed,PL,Holo Rare,Unleashed,7.6,1,1
Shaymin 8/095 Reverse Holo - Unleashed,LP,Holo Rare,Unleashed,7.3,1,1
Shaymin 8/095 Reverse Holo - Unleashed,NM/M,Holo Rare,Unleashed,14.5,0,0
Shaymin 8/095 Reverse Holo - Unleashed,PL,Holo Rare,Unleashed,6.2,1,1
Shaymin EX 5/99 - Black & White 4: Next Destinies,DMG,Ultra Rare,Black & White 4: Next Destinies,5.1,3,3
Shaymin EX 5/99 - Black & White 4: Next Destinies,GD,Ultra Rare,Black & White 4: Next Destinies,11.9,1,1
Shaymin EX 5/99 - Black & White 4: Next Destinies,LP,Ultra Rare,Black & White 4: Next Destinies,9.35,2,2
Shaymin EX 5/99 - Black & White 4: Next Destinies,NM/M,Ultra Rare,Black & White 4: Next Destinies,17,0,0
Shaymin EX 77/108 - X&Y Roaring Skies,EX,Ultra Rare,X&Y Roaring Skies,14.4,5,5
Shaymin EX 77/108 - X&Y Roaring Skies,GD,Ultra Rare,X&Y Roaring Skies,12.6,2,2
Shaymin EX 77/108 - X&Y Roaring Skies,NM/M,Ultra Rare,X&Y Roaring Skies,18,0,0
Shaymin EX 77a/108 - X&Y Roaring Skies,NM/M,Promo,X&Y Roaring Skies,399.95,0,0
Shaymin EX Full Art 106/108 - X&Y Roaring Skies,EX,Ultra Rare,X&Y Roaring Skies,39.95,1,1
Shaymin EX Full Art 106/108 - X&Y Roaring Skies,GD,Ultra Rare,X&Y Roaring Skies,27.45,1,1
Shaymin EX Full Art 106/108 - X&Y Roaring Skies,LP,Ultra Rare,X&Y Roaring Skies,20,1,1
Shaymin EX Full Art 106/108 - X&Y Roaring Skies,NM/M,Ultra Rare,X&Y Roaring Skies,49.95,0,0
Shaymin EX Full Art 94/99 - Black & White 4: Next Destinies,NM/M,Ultra Rare,Black & White 4: Next Destinies,134.95,0,0
Shaymin EX RC21/RC25 - Black & White 11: Legendary Treasures,DMG,Ultra Rare,Black & White 11: Legendary Treasures,20.7,1,1
Shaymin EX RC21/RC25 - Black & White 11: Legendary Treasures,EX,Ultra Rare,Black & White 11: Legendary Treasures,55.15,3,3
Shaymin EX RC21/RC25 - Black & White 11: Legendary Treasures,GD,Ultra Rare,Black & White 11: Legendary Treasures,48.25,2,2
Shaymin EX RC21/RC25 - Black & White 11: Legendary Treasures,LP,Ultra Rare,Black & White 11: Legendary Treasures,37.9,1,1
Shaymin EX RC21/RC25 - Black & White 11: Legendary Treasures,NM/M,Ultra Rare,Black & White 11: Legendary Treasures,68.95,1,1
Shaymin EX RC21/RC25 - Black & White 11: Legendary Treasures,PL,Ultra Rare,Black & White 11: Legendary Treasures,31.05,1,1
Shaymin EX XY148 - X&Y Promos,DMG,Ultra Rare,X&Y Promos,40,1,1
Shaymin EX XY148 - X&Y Promos,NM/M,Ultra Rare,X&Y Promos,99.95,0,0
Shaymin Lv.42 14/127 - Platinum,DMG,Holo Rare,Platinum,8.5,1,1
Shaymin Lv.42 14/127 - Platinum,NM/M,Holo Rare,Platinum,33.95,0,0
Shaymin Lv.44 38/127 - Platinum,DMG,Rare,Platinum,1.75,2,2
Shaymin Lv.44 38/127 - Platinum,EX,Rare,Platinum,5.25,1,1
Shaymin Lv.44 38/127 - Platinum,GD,Rare,Platinum,3.85,1,1
Shaymin Lv.44 38/127 - Platinum,LP,Rare,Platinum,3.15,1,1
Shaymin Lv.44 38/127 - Platinum,NM/M,Rare,Platinum,7,0,0
Shaymin Lv.44 38/127 Reverse Holo - Platinum,EX,Rare,Platinum,7.5,1,1
Shaymin Lv.44 38/127 Reverse Holo - Platinum,NM/M,Rare,Platinum,10,0,0
Shaymin Lv.56 15/127 - Platinum,GD,Holo Rare,Platinum,6.05,1,1
Shaymin Lv.56 15/127 - Platinum,NM/M,Holo Rare,Platinum,11,0,0
Shaymin Lv.56 15/127 Reverse Holo - Platinum,EX,Holo Rare,Platinum,8.25,1,1
Shaymin Lv.56 15/127 Reverse Holo - Platinum,GD,Holo Rare,Platinum,6.05,1,1
Shaymin Lv.56 15/127 Reverse Holo - Platinum,NM/M,Holo Rare,Platinum,11,0,0
Shaymin LV.X 126/127 - Platinum,NM/M,Ultra Rare,Platinum,80.95,0,0
Shaymin LV.X 127/127 - Platinum,LP,Ultra Rare,Platinum,34.65,1,1
Shaymin LV.X 127/127 - Platinum,NM/M,Ultra Rare,Platinum,76.95,0,0
Shaymin LV.X 39/056 - DP Black Star Promos,NM/M,Promo,DP Black Star Promos,45.95,0,0
Shaymin Prism Star 10/181 - Sun & Moon Team Up,LP,Holo Rare,Sun & Moon Team Up,5.7,2,2
Shaymin Prism Star 10/181 - Sun & Moon Team Up,NM/M,Holo Rare,Sun & Moon Team Up,9.5,0,0
Shaymin Prism Star 10/181 - Sun & Moon Team Up,PL,Holo Rare,Sun & Moon Team Up,4.75,1,1
Shaymin V 13/172 - Sword & Shield Brilliant Stars,EX,Ultra Rare,Sword & Shield Brilliant Stars,2.4,4,4
Shaymin V 13/172 - Sword & Shield Brilliant Stars,GD,Ultra Rare,Sword & Shield Brilliant Stars,2.1,1,1
Shaymin V 13/172 - Sword & Shield Brilliant Stars,LP,Ultra Rare,Sword & Shield Brilliant Stars,1.8,6,6
Shaymin V 13/172 - Sword & Shield Brilliant Stars,NM/M,Ultra Rare,Sword & Shield Brilliant Stars,3,5,5
Shaymin V Full Art 152/172 - Sword & Shield Brilliant Stars,DMG,Ultra Rare,Brilliant Stars,1.5,1,1
Shaymin V Full Art 152/172 - Sword & Shield Brilliant Stars,EX,Ultra Rare,Sword & Shield Brilliant Stars,3,1,1
Shaymin V Full Art 152/172 - Sword & Shield Brilliant Stars,NM/M,Ultra Rare,Sword & Shield Brilliant Stars,3.75,3,3
Shaymin VSTAR 14/172 - Sword & Shield Brilliant Stars,NM/M,Ultra Rare,Sword & Shield Brilliant Stars,3,5,5
Shaymin VSTAR 14/172 - Sword & Shield Brilliant Stars,PL,Ultra Rare,Sword & Shield Brilliant Stars,1.5,1,1
Shaymin VSTAR Hyper Rare 173/172 - Sword & Shield Brilliant Stars,NM/M,Hyper Rare,Sword & Shield Brilliant Stars,12,0,0
Shedinja 011/108 - X&Y Roaring Skies,NM/M,Rare,X&Y Roaring Skies,1.5,1,1
Shedinja 011/108 Reverse Holo - X&Y Roaring Skies,EX,Rare,X&Y Roaring Skies,3,1,1
Shedinja 011/108 Reverse Holo - X&Y Roaring Skies,NM/M,Rare,X&Y Roaring Skies,3.75,0,0
Shedinja 048/124 - Black & White 6: Dragons Exalted,LP,Rare,Black & White 6: Dragons Exalted,0.8,1,1
Shedinja 048/124 - Black & White 6: Dragons Exalted,NM/M,Rare,Black & White 6: Dragons Exalted,1.5,0,0
Shedinja 066/185 - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,1.5,0,0
Shedinja 066/185 Reverse Holo - Sword & Shield Vivid Voltage,EX,Rare,Sword & Shield Vivid Voltage,2.2,1,1
Shedinja 066/185 Reverse Holo - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,2.75,0,0
Shedinja 095/214 Reverse Holo - Sun & Moon Lost Thunder,NM/M,Rare,Sun & Moon Lost Thunder,7,1,1
Shedinja 11/097 - EX Dragon,DMG,Holo Rare,EX Dragon,11.25,1,1
Shedinja 11/097 Reverse Holo - EX Dragon,DMG,Holo Rare,EX Dragon,8.9,2,2
Shedinja 11/097 Reverse Holo - EX Dragon,EX,Holo Rare,EX Dragon,28.15,1,1
Shedinja 14/107 - EX Deoxys,EX,Holo Rare,EX Deoxys,9,1,1
Shedinja 14/107 - EX Deoxys,NM/M,Holo Rare,EX Deoxys,12,0,0
Shedinja 14/107 - EX Deoxys,PL,Holo Rare,EX Deoxys,4.2,1,1
Shedinja 144 - Mega Evolution,NM/M,Illustration Rare,Mega Evolution,4.75,1,1
Shedinja 48/124 Reverse Holo - Black & White 6: Dragons Exalted,NM/M,Rare,Black & White 6: Dragons Exalted,6,0,0
Shedinja 95/214 - Sun & Moon Lost Thunder,NM/M,Rare,Sun & Moon Lost Thunder,1.5,0,0
Shedinja Lv.34 40/146 - Diamond & Pearl Legends Awakened,NM/M,Rare,Diamond & Pearl Legends Awakened,6,0,0
Shedinja Lv.34 40/146 Reverse Holo - Diamond & Pearl Legends Awakened,NM/M,Rare,Diamond & Pearl Legends Awakened,8,0,0
Shedinja Lv.40 44/147 - Platinum Supreme Victors,NM/M,Rare,Platinum Supreme Victors,5,0,0
Shedinja Lv.40 44/147 Reverse Holo - Platinum Supreme Victors,GD,Rare,Platinum Supreme Victors,5.2,2,2
Shedinja Lv.40 44/147 Reverse Holo - Platinum Supreme Victors,NM/M,Rare,Platinum Supreme Victors,9.5,0,0
Shelgon 20/097 - EX Dragon,EX,Rare,EX Dragon,2.8,2,2
Shelgon 20/097 - EX Dragon,LP,Rare,EX Dragon,1.6,1,1
Shelgon 20/097 - EX Dragon,NM/M,Rare,EX Dragon,3.75,1,1
Shelgon 20/097 Reverse Holo - EX Dragon,DMG,Rare,EX Dragon,2,2,2
Shelgon 20/097 Reverse Holo - EX Dragon,LP,Rare,EX Dragon,3.35,1,1
Shelgon 20/097 Reverse Holo - EX Dragon,NM/M,Rare,EX Dragon,8,0,0
Shelgon 39/108 Reverse Holo - EX Power Keepers,LP,Uncommon,EX Power Keepers,4.6,1,1
Shelgon 39/108 Reverse Holo - EX Power Keepers,NM/M,Uncommon,EX Power Keepers,11,0,0
Shelgon 39/108 Reverse Holo - EX Power Keepers,PL,Uncommon,EX Power Keepers,3.85,3,3
Shelgon 41/097 - EX Dragon,NM/M,Uncommon,EX Dragon,4.75,0,0
Shelgon 41/097 Reverse Holo - EX Dragon,NM/M,Uncommon,EX Dragon,20.95,0,0
Shelgon 42/097 - EX Dragon,GD,Uncommon,EX Dragon,2.75,1,1
Shelgon 42/097 - EX Dragon,NM/M,Uncommon,EX Dragon,5,0,0
Shelgon 42/097 Reverse Holo - EX Dragon,NM/M,Uncommon,EX Dragon,7.5,1,1
Shelgon 42/097 Reverse Holo - EX Dragon,PL,Uncommon,EX Dragon,2.6,1,1
Shelgon 45/107 Reverse Holo - EX Deoxys,LP,Uncommon,EX Deoxys,5.25,2,2
Shelgon 45/107 Reverse Holo - EX Deoxys,NM/M,Uncommon,EX Deoxys,12.5,0,0
Shelgon 7/020 - Dragon Vault,EX,Holo Rare,Dragon Vault,2.4,3,3
Shelgon 7/020 - Dragon Vault,NM/M,Holo Rare,Dragon Vault,3,0,0
Shelgon Lv.34 48/099 Reverse Holo - Platinum Arceus,GD,Uncommon,Platinum Arceus,3,1,1
Shelgon Lv.34 48/099 Reverse Holo - Platinum Arceus,NM/M,Uncommon,Platinum Arceus,5.5,0,0
Shelgon Lv.35 50/100 Reverse Holo - Diamond & Pearl Stormfront,EX,Uncommon,Diamond & Pearl Stormfront,7.5,1,1
